Date,StartHour,EndHour,Friday,HolidayEffect,TotalPassengers,RequiredBuses,MaxPassengers,MinPassengers,AvgPassengers
2/28/2024,2,6,FALSE,FALSE,920.0233587,16,64.21,7.78,36.89
2/29/2024,6,10,FALSE,FALSE,3412.238533,57,87.99,18.66,44.64
2/29/2024,10,14,FALSE,FALSE,1706.119266,29,68.59,10.78,27.34
2/29/2024,14,18,FALSE,FALSE,1631.391631,28,87.68,10.48,39.08
2/29/2024,18,22,FALSE,FALSE,583.2637538,10,67.76,10.84,41.77
2/29/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/29/2024,2,6,FALSE,FALSE,920.0233587,16,64.42,7.81,37.01
3/1/2024,6,10,TRUE,FALSE,3753.462386,63,102.89,21.82,52.2
3/1/2024,10,14,TRUE,FALSE,1876.731193,32,67.16,10.55,26.77
3/1/2024,14,18,TRUE,FALSE,1794.530794,30,95.71,11.44,42.65
3/1/2024,18,22,TRUE,FALSE,641.5901291,11,71.76,11.48,44.23
3/1/2024,22,2,TRUE,FALSE,0,0,0,0,0
3/1/2024,2,6,TRUE,FALSE,1012.025695,17,60.48,7.33,34.75
3/2/2024,6,10,FALSE,FALSE,3412.238533,57,88.09,18.69,44.7
3/2/2024,10,14,FALSE,FALSE,1706.119266,29,65.94,10.36,26.29
3/2/2024,14,18,FALSE,FALSE,1631.391631,28,91.15,10.9,40.62
3/2/2024,18,22,FALSE,FALSE,583.2637538,10,66.48,10.64,40.98
3/2/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/2/2024,2,6,FALSE,FALSE,920.0233587,16,66.62,8.07,38.27
3/3/2024,6,10,FALSE,FALSE,3412.238533,57,101.94,21.62,51.72
3/3/2024,10,14,FALSE,FALSE,1706.119266,29,68.86,10.82,27.45
3/3/2024,14,18,FALSE,FALSE,1631.391631,28,87.23,10.43,38.87
3/3/2024,18,22,FALSE,FALSE,583.2637538,10,69.58,11.13,42.89
3/3/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/3/2024,2,6,FALSE,FALSE,920.0233587,16,70.01,8.49,40.23
3/4/2024,6,10,FALSE,FALSE,3412.238533,57,89.63,19.01,45.47
3/4/2024,10,14,FALSE,FALSE,1706.119266,29,62.79,9.87,25.03
3/4/2024,14,18,FALSE,FALSE,1631.391631,28,89.73,10.73,39.99
3/4/2024,18,22,FALSE,FALSE,583.2637538,10,72.46,11.59,44.66
3/4/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/4/2024,2,6,FALSE,FALSE,920.0233587,16,62.64,7.59,35.99
3/5/2024,6,10,FALSE,FALSE,3412.238533,57,93.42,19.82,47.4
3/5/2024,10,14,FALSE,FALSE,1706.119266,29,67.96,10.68,27.09
3/5/2024,14,18,FALSE,FALSE,1631.391631,28,81.19,9.71,36.18
3/5/2024,18,22,FALSE,FALSE,583.2637538,10,70.23,11.24,43.29
3/5/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/5/2024,2,6,FALSE,FALSE,920.0233587,16,58.99,7.15,33.89
3/6/2024,6,10,FALSE,FALSE,3412.238533,57,90.53,19.2,45.93
3/6/2024,10,14,FALSE,FALSE,1706.119266,29,65.69,10.32,26.19
3/6/2024,14,18,FALSE,FALSE,1631.391631,28,89.1,10.65,39.71
3/6/2024,18,22,FALSE,FALSE,583.2637538,10,76.64,12.26,47.24
3/6/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/6/2024,2,6,FALSE,FALSE,920.0233587,16,68.65,8.32,39.44
3/7/2024,6,10,FALSE,FALSE,3412.238533,57,95.22,20.2,48.31
3/7/2024,10,14,FALSE,FALSE,1706.119266,29,65.01,10.22,25.92
3/7/2024,14,18,FALSE,FALSE,1631.391631,28,86.99,10.4,38.77
3/7/2024,18,22,FALSE,FALSE,583.2637538,10,68.87,11.02,42.45
3/7/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/7/2024,2,6,FALSE,FALSE,920.0233587,16,63.35,7.68,36.4
3/8/2024,6,10,TRUE,FALSE,3753.462386,63,98.71,20.94,50.08
3/8/2024,10,14,TRUE,FALSE,1876.731193,32,72.65,11.42,28.96
3/8/2024,14,18,TRUE,FALSE,1794.530794,30,86.73,10.37,38.65
3/8/2024,18,22,TRUE,FALSE,641.5901291,11,76.17,12.19,46.95
3/8/2024,22,2,TRUE,FALSE,0,0,0,0,0
3/8/2024,2,6,TRUE,FALSE,1012.025695,17,60.99,7.39,35.04
3/9/2024,6,10,FALSE,FALSE,3412.238533,57,86.93,18.44,44.1
3/9/2024,10,14,FALSE,FALSE,1706.119266,29,63.06,9.91,25.14
3/9/2024,14,18,FALSE,FALSE,1631.391631,28,80.93,9.68,36.07
3/9/2024,18,22,FALSE,FALSE,583.2637538,10,69.55,11.13,42.87
3/9/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/9/2024,2,6,FALSE,FALSE,920.0233587,16,69.02,8.37,39.66
3/10/2024,6,10,FALSE,FALSE,3412.238533,57,86.69,18.39,43.98
3/10/2024,10,14,FALSE,FALSE,1706.119266,29,62.87,9.88,25.06
3/10/2024,14,18,FALSE,FALSE,1631.391631,28,84.55,10.11,37.68
3/10/2024,18,22,FALSE,FALSE,583.2637538,10,79.48,12.72,48.99
3/10/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/10/2024,2,6,FALSE,FALSE,920.0233587,16,63.74,7.73,36.62
3/11/2024,6,10,FALSE,FALSE,3412.238533,57,99.53,21.11,50.5
3/11/2024,10,14,FALSE,FALSE,1706.119266,29,72.49,11.39,28.9
3/11/2024,14,18,FALSE,FALSE,1631.391631,28,86.62,10.36,38.6
3/11/2024,18,22,FALSE,FALSE,583.2637538,10,78.15,12.5,48.17
3/11/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/11/2024,2,6,FALSE,FALSE,920.0233587,16,60.57,7.34,34.8
3/12/2024,6,10,FALSE,FALSE,3412.238533,57,101.23,21.47,51.36
3/12/2024,10,14,FALSE,FALSE,1706.119266,29,63.35,9.95,25.25
3/12/2024,14,18,FALSE,FALSE,1631.391631,28,88,10.52,39.22
3/12/2024,18,22,FALSE,FALSE,583.2637538,10,73.82,11.81,45.5
3/12/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/12/2024,2,6,FALSE,FALSE,920.0233587,16,64.45,7.81,37.03
3/13/2024,6,10,FALSE,FALSE,3412.238533,57,99.88,21.19,50.67
3/13/2024,10,14,FALSE,FALSE,1706.119266,29,66.48,10.45,26.5
3/13/2024,14,18,FALSE,FALSE,1631.391631,28,85.8,10.26,38.24
3/13/2024,18,22,FALSE,FALSE,583.2637538,10,66.38,10.62,40.92
3/13/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/13/2024,2,6,FALSE,FALSE,920.0233587,16,63.18,7.66,36.3
3/14/2024,6,10,FALSE,FALSE,3412.238533,57,94.44,20.03,47.92
3/14/2024,10,14,FALSE,FALSE,1706.119266,29,62.01,9.74,24.72
3/14/2024,14,18,FALSE,FALSE,1631.391631,28,82.62,9.88,36.82
3/14/2024,18,22,FALSE,FALSE,583.2637538,10,66.84,10.69,41.2
3/14/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/14/2024,2,6,FALSE,FALSE,920.0233587,16,69.31,8.4,39.82
3/15/2024,6,10,TRUE,FALSE,3753.462386,63,103.52,21.96,52.52
3/15/2024,10,14,TRUE,FALSE,1876.731193,32,66.84,10.5,26.64
3/15/2024,14,18,TRUE,FALSE,1794.530794,30,84.78,10.14,37.78
3/15/2024,18,22,TRUE,FALSE,641.5901291,11,75.55,12.09,46.57
3/15/2024,22,2,TRUE,FALSE,0,0,0,0,0
3/15/2024,2,6,TRUE,FALSE,1012.025695,17,57.75,7,33.18
3/16/2024,6,10,FALSE,FALSE,3412.238533,57,104.65,22.2,53.1
3/16/2024,10,14,FALSE,FALSE,1706.119266,29,65.27,10.26,26.02
3/16/2024,14,18,FALSE,FALSE,1631.391631,28,97.51,11.66,43.45
3/16/2024,18,22,FALSE,FALSE,583.2637538,10,69.31,11.09,42.72
3/16/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/16/2024,2,6,FALSE,FALSE,920.0233587,16,63.07,7.64,36.24
3/17/2024,6,10,FALSE,FALSE,3412.238533,57,90.03,19.1,45.68
3/17/2024,10,14,FALSE,FALSE,1706.119266,29,69.06,10.85,27.53
3/17/2024,14,18,FALSE,FALSE,1631.391631,28,93.3,11.16,41.58
3/17/2024,18,22,FALSE,FALSE,583.2637538,10,67.03,10.73,41.32
3/17/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/17/2024,2,6,FALSE,FALSE,920.0233587,16,60.37,7.32,34.69
3/18/2024,6,10,FALSE,FALSE,3412.238533,57,97.16,20.61,49.29
3/18/2024,10,14,FALSE,FALSE,1706.119266,29,68.43,10.75,27.28
3/18/2024,14,18,FALSE,FALSE,1631.391631,28,90.38,10.81,40.28
3/18/2024,18,22,FALSE,FALSE,583.2637538,10,74.18,11.87,45.73
3/18/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/18/2024,2,6,FALSE,FALSE,920.0233587,16,67.93,8.23,39.03
3/19/2024,6,10,FALSE,FALSE,3412.238533,57,90.09,19.11,45.71
3/19/2024,10,14,FALSE,FALSE,1706.119266,29,64.91,10.2,25.87
3/19/2024,14,18,FALSE,FALSE,1631.391631,28,87.69,10.49,39.08
3/19/2024,18,22,FALSE,FALSE,583.2637538,10,71.87,11.5,44.3
3/19/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/19/2024,2,6,FALSE,FALSE,920.0233587,16,70.15,8.5,40.3
3/20/2024,6,10,FALSE,FALSE,3412.238533,57,95.74,20.31,48.58
3/20/2024,10,14,FALSE,FALSE,1706.119266,29,70.52,11.08,28.11
3/20/2024,14,18,FALSE,FALSE,1631.391631,28,95.63,11.43,42.62
3/20/2024,18,22,FALSE,FALSE,583.2637538,10,73.2,11.71,45.12
3/20/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/20/2024,2,6,FALSE,FALSE,920.0233587,16,59.84,7.25,34.38
3/21/2024,6,10,FALSE,FALSE,3412.238533,57,96.09,20.38,48.75
3/21/2024,10,14,FALSE,FALSE,1706.119266,29,69.69,10.95,27.78
3/21/2024,14,18,FALSE,FALSE,1631.391631,28,93.03,11.12,41.46
3/21/2024,18,22,FALSE,FALSE,583.2637538,10,70.63,11.3,43.54
3/21/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/21/2024,2,6,FALSE,FALSE,920.0233587,16,62.31,7.55,35.8
3/22/2024,6,10,TRUE,FALSE,3753.462386,63,90.14,19.12,45.73
3/22/2024,10,14,TRUE,FALSE,1876.731193,32,69.78,10.97,27.82
3/22/2024,14,18,TRUE,FALSE,1794.530794,30,97.09,11.61,43.27
3/22/2024,18,22,TRUE,FALSE,641.5901291,11,66.19,10.59,40.8
3/22/2024,22,2,TRUE,FALSE,0,0,0,0,0
3/22/2024,2,6,TRUE,FALSE,1012.025695,17,67.21,8.15,38.61
3/23/2024,6,10,FALSE,FALSE,3412.238533,57,89.45,18.97,45.38
3/23/2024,10,14,FALSE,FALSE,1706.119266,29,63.72,10.01,25.4
3/23/2024,14,18,FALSE,FALSE,1631.391631,28,95.99,11.48,42.78
3/23/2024,18,22,FALSE,FALSE,583.2637538,10,66.7,10.67,41.11
3/23/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/23/2024,2,6,FALSE,FALSE,920.0233587,16,61.53,7.46,35.35
3/24/2024,6,10,FALSE,FALSE,3412.238533,57,94.81,20.11,48.1
3/24/2024,10,14,FALSE,FALSE,1706.119266,29,62.58,9.83,24.95
3/24/2024,14,18,FALSE,FALSE,1631.391631,28,91.31,10.92,40.69
3/24/2024,18,22,FALSE,FALSE,583.2637538,10,75.85,12.14,46.76
3/24/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/24/2024,2,6,FALSE,FALSE,920.0233587,16,68.33,8.28,39.26
3/25/2024,6,10,FALSE,FALSE,3412.238533,57,105.08,22.29,53.31
3/25/2024,10,14,FALSE,FALSE,1706.119266,29,67.01,10.53,26.71
3/25/2024,14,18,FALSE,FALSE,1631.391631,28,96.53,11.54,43.02
3/25/2024,18,22,FALSE,FALSE,583.2637538,10,75.52,12.08,46.55
3/25/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/25/2024,2,6,FALSE,FALSE,920.0233587,16,62.14,7.53,35.7
3/26/2024,6,10,FALSE,FALSE,3412.238533,57,88.85,18.85,45.08
3/26/2024,10,14,FALSE,FALSE,1706.119266,29,65.44,10.28,26.09
3/26/2024,14,18,FALSE,FALSE,1631.391631,28,90.47,10.82,40.32
3/26/2024,18,22,FALSE,FALSE,583.2637538,10,70.77,11.32,43.62
3/26/2024,22,2,FALSE,FALSE,0,0,0,0,0
3/26/2024,2,6,FALSE,FALSE,920.0233587,16,60.2,7.3,34.59
3/27/2024,6,10,FALSE,TRUE,4265.298166,72,95.94,20.35,48.68
3/27/2024,10,14,FALSE,TRUE,2132.649083,36,70.71,11.11,28.19
3/27/2024,14,18,FALSE,TRUE,2039.239538,34,89.69,10.72,39.97
3/27/2024,18,22,FALSE,TRUE,729.0796922,13,67.71,10.83,41.74
3/27/2024,22,2,FALSE,TRUE,0,0,0,0,0
3/27/2024,2,6,FALSE,TRUE,1150.029198,20,62.42,7.57,35.86
3/28/2024,6,10,FALSE,TRUE,4265.298166,72,87.61,18.58,44.45
3/28/2024,10,14,FALSE,TRUE,2132.649083,36,61.29,9.63,24.43
3/28/2024,14,18,FALSE,TRUE,2039.239538,34,87.25,10.43,38.88
3/28/2024,18,22,FALSE,TRUE,729.0796922,13,77.66,12.43,47.87
3/28/2024,22,2,FALSE,TRUE,0,0,0,0,0
3/28/2024,2,6,FALSE,TRUE,1150.029198,20,60.72,7.36,34.89
3/29/2024,6,10,TRUE,TRUE,4691.827983,79,87.7,18.6,44.5
3/29/2024,10,14,TRUE,TRUE,2345.913991,40,68.15,10.71,27.17
3/29/2024,14,18,TRUE,TRUE,2243.163492,38,81.53,9.75,36.33
3/29/2024,18,22,TRUE,TRUE,801.9876614,14,67.95,10.87,41.88
3/29/2024,22,2,TRUE,TRUE,0,0,0,0,0
3/29/2024,2,6,TRUE,TRUE,1265.032118,22,63.74,7.73,36.62
3/30/2024,6,10,FALSE,TRUE,4265.298166,72,88.17,18.7,44.73
3/30/2024,10,14,FALSE,TRUE,2132.649083,36,65.59,10.31,26.15
3/30/2024,14,18,FALSE,TRUE,2039.239538,34,94.86,11.34,42.27
3/30/2024,18,22,FALSE,TRUE,729.0796922,13,78.58,12.57,48.44
3/30/2024,22,2,FALSE,TRUE,0,0,0,0,0
3/30/2024,2,6,FALSE,TRUE,1150.029198,20,58.32,7.07,33.51
3/31/2024,6,10,FALSE,TRUE,4265.298166,72,97.8,20.75,49.62
3/31/2024,10,14,FALSE,TRUE,2132.649083,36,72.85,11.45,29.04
3/31/2024,14,18,FALSE,TRUE,2039.239538,34,84.01,10.04,37.44
3/31/2024,18,22,FALSE,TRUE,729.0796922,13,71,11.36,43.77
3/31/2024,22,2,FALSE,TRUE,0,0,0,0,0
3/31/2024,2,6,FALSE,TRUE,1150.029198,20,69.93,8.48,40.18
4/1/2024,6,10,FALSE,TRUE,4265.298166,72,103.86,22.03,52.69
4/1/2024,10,14,FALSE,TRUE,2132.649083,36,61.26,9.63,24.42
4/1/2024,14,18,FALSE,TRUE,2039.239538,34,92.83,11.1,41.37
4/1/2024,18,22,FALSE,TRUE,729.0796922,13,67.21,10.75,41.43
4/1/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/1/2024,2,6,FALSE,TRUE,1150.029198,20,61.25,7.42,35.19
4/2/2024,6,10,FALSE,TRUE,4265.298166,72,91.48,19.4,46.41
4/2/2024,10,14,FALSE,TRUE,2132.649083,36,66.53,10.46,26.52
4/2/2024,14,18,FALSE,TRUE,2039.239538,34,91.22,10.91,40.65
4/2/2024,18,22,FALSE,TRUE,729.0796922,13,73.71,11.79,45.44
4/2/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/2/2024,2,6,FALSE,TRUE,1150.029198,20,69.28,8.4,39.81
4/3/2024,6,10,FALSE,TRUE,4265.298166,72,89.53,18.99,45.42
4/3/2024,10,14,FALSE,TRUE,2132.649083,36,62.66,9.85,24.98
4/3/2024,14,18,FALSE,TRUE,2039.239538,34,92.04,11,41.02
4/3/2024,18,22,FALSE,TRUE,729.0796922,13,67.27,10.76,41.47
4/3/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/3/2024,2,6,FALSE,TRUE,1150.029198,20,58.72,7.12,33.74
4/4/2024,6,10,FALSE,FALSE,3412.238533,57,99.45,21.1,50.46
4/4/2024,10,14,FALSE,FALSE,1706.119266,29,74.1,11.64,29.54
4/4/2024,14,18,FALSE,FALSE,1631.391631,28,83.02,9.93,37
4/4/2024,18,22,FALSE,FALSE,583.2637538,10,76.25,12.2,47
4/4/2024,22,2,FALSE,FALSE,0,0,0,0,0
4/4/2024,2,6,FALSE,FALSE,920.0233587,16,62.97,7.63,36.18
4/5/2024,6,10,TRUE,FALSE,3753.462386,63,102.72,21.79,52.12
4/5/2024,10,14,TRUE,FALSE,1876.731193,32,67.31,10.58,26.83
4/5/2024,14,18,TRUE,FALSE,1794.530794,30,86.5,10.34,38.55
4/5/2024,18,22,TRUE,FALSE,641.5901291,11,71.23,11.4,43.91
4/5/2024,22,2,TRUE,FALSE,0,0,0,0,0
4/5/2024,2,6,TRUE,FALSE,1012.025695,17,57.77,7,33.19
4/6/2024,6,10,FALSE,FALSE,3412.238533,57,96.72,20.52,49.07
4/6/2024,10,14,FALSE,FALSE,1706.119266,29,63.37,9.96,25.26
4/6/2024,14,18,FALSE,FALSE,1631.391631,28,81.81,9.78,36.46
4/6/2024,18,22,FALSE,FALSE,583.2637538,10,75.95,12.15,46.81
4/6/2024,22,2,FALSE,FALSE,0,0,0,0,0
4/6/2024,2,6,FALSE,FALSE,920.0233587,16,63.24,7.67,36.33
4/7/2024,6,10,FALSE,TRUE,4265.298166,72,90.26,19.15,45.79
4/7/2024,10,14,FALSE,TRUE,2132.649083,36,65.5,10.29,26.11
4/7/2024,14,18,FALSE,TRUE,2039.239538,34,95.08,11.37,42.37
4/7/2024,18,22,FALSE,TRUE,729.0796922,13,75.65,12.1,46.63
4/7/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/7/2024,2,6,FALSE,TRUE,1150.029198,20,60.97,7.39,35.03
4/8/2024,6,10,FALSE,TRUE,4265.298166,72,102.08,21.65,51.79
4/8/2024,10,14,FALSE,TRUE,2132.649083,36,63.65,10,25.37
4/8/2024,14,18,FALSE,TRUE,2039.239538,34,96.64,11.55,43.07
4/8/2024,18,22,FALSE,TRUE,729.0796922,13,71.83,11.49,44.28
4/8/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/8/2024,2,6,FALSE,TRUE,1150.029198,20,67.25,8.15,38.64
4/9/2024,6,10,FALSE,TRUE,4265.298166,72,97.64,20.71,49.54
4/9/2024,10,14,FALSE,TRUE,2132.649083,36,71.05,11.16,28.32
4/9/2024,14,18,FALSE,TRUE,2039.239538,34,92.17,11.02,41.08
4/9/2024,18,22,FALSE,TRUE,729.0796922,13,69.62,11.14,42.92
4/9/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/9/2024,2,6,FALSE,TRUE,1150.029198,20,67.09,8.13,38.55
4/10/2024,6,10,FALSE,TRUE,4265.298166,72,92.05,19.53,46.7
4/10/2024,10,14,FALSE,TRUE,2132.649083,36,74.64,11.73,29.76
4/10/2024,14,18,FALSE,TRUE,2039.239538,34,95.02,11.36,42.35
4/10/2024,18,22,FALSE,TRUE,729.0796922,13,69.4,11.1,42.78
4/10/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/10/2024,2,6,FALSE,TRUE,1150.029198,20,69.17,8.38,39.74
4/11/2024,6,10,FALSE,TRUE,4265.298166,72,92.77,19.68,47.07
4/11/2024,10,14,FALSE,TRUE,2132.649083,36,67.52,10.61,26.92
4/11/2024,14,18,FALSE,TRUE,2039.239538,34,86.86,10.39,38.71
4/11/2024,18,22,FALSE,TRUE,729.0796922,13,78.55,12.57,48.42
4/11/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/11/2024,2,6,FALSE,TRUE,1150.029198,20,69.04,8.37,39.67
4/12/2024,6,10,TRUE,TRUE,4691.827983,79,94.11,19.96,47.75
4/12/2024,10,14,TRUE,TRUE,2345.913991,40,62.58,9.83,24.95
4/12/2024,14,18,TRUE,TRUE,2243.163492,38,89.33,10.68,39.81
4/12/2024,18,22,TRUE,TRUE,801.9876614,14,75.35,12.06,46.45
4/12/2024,22,2,TRUE,TRUE,0,0,0,0,0
4/12/2024,2,6,TRUE,TRUE,1265.032118,22,57.93,7.02,33.28
4/13/2024,6,10,FALSE,TRUE,4265.298166,72,101.03,21.43,51.26
4/13/2024,10,14,FALSE,TRUE,2132.649083,36,73.2,11.5,29.18
4/13/2024,14,18,FALSE,TRUE,2039.239538,34,81.17,9.71,36.18
4/13/2024,18,22,FALSE,TRUE,729.0796922,13,68.51,10.96,42.23
4/13/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/13/2024,2,6,FALSE,TRUE,1150.029198,20,59.53,7.22,34.2
4/14/2024,6,10,FALSE,TRUE,4265.298166,72,96.65,20.5,49.04
4/14/2024,10,14,FALSE,TRUE,2132.649083,36,63.96,10.05,25.5
4/14/2024,14,18,FALSE,TRUE,2039.239538,34,80.98,9.68,36.09
4/14/2024,18,22,FALSE,TRUE,729.0796922,13,68.05,10.89,41.95
4/14/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/14/2024,2,6,FALSE,TRUE,1150.029198,20,65.78,7.97,37.79
4/15/2024,6,10,FALSE,TRUE,4265.298166,72,87.19,18.5,44.24
4/15/2024,10,14,FALSE,TRUE,2132.649083,36,73.1,11.49,29.14
4/15/2024,14,18,FALSE,TRUE,2039.239538,34,90.35,10.8,40.26
4/15/2024,18,22,FALSE,TRUE,729.0796922,13,66.34,10.61,40.89
4/15/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/15/2024,2,6,FALSE,TRUE,1150.029198,20,59.94,7.27,34.44
4/16/2024,6,10,FALSE,TRUE,4265.298166,72,98.99,21,50.22
4/16/2024,10,14,FALSE,TRUE,2132.649083,36,71.7,11.27,28.58
4/16/2024,14,18,FALSE,TRUE,2039.239538,34,91.8,10.98,40.91
4/16/2024,18,22,FALSE,TRUE,729.0796922,13,75.26,12.04,46.39
4/16/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/16/2024,2,6,FALSE,TRUE,1150.029198,20,58.91,7.14,33.84
4/17/2024,6,10,FALSE,FALSE,3412.238533,57,93.97,19.93,47.68
4/17/2024,10,14,FALSE,FALSE,1706.119266,29,66.62,10.47,26.56
4/17/2024,14,18,FALSE,FALSE,1631.391631,28,91.39,10.93,40.73
4/17/2024,18,22,FALSE,FALSE,583.2637538,10,72.63,11.62,44.77
4/17/2024,22,2,FALSE,FALSE,0,0,0,0,0
4/17/2024,2,6,FALSE,FALSE,920.0233587,16,65.32,7.92,37.53
4/18/2024,6,10,FALSE,FALSE,3412.238533,57,101.23,21.47,51.36
4/18/2024,10,14,FALSE,FALSE,1706.119266,29,66.57,10.46,26.54
4/18/2024,14,18,FALSE,FALSE,1631.391631,28,90.45,10.82,40.31
4/18/2024,18,22,FALSE,FALSE,583.2637538,10,76.59,12.26,47.21
4/18/2024,22,2,FALSE,FALSE,0,0,0,0,0
4/18/2024,2,6,FALSE,FALSE,920.0233587,16,67.02,8.12,38.5
4/19/2024,6,10,TRUE,TRUE,4691.827983,79,89,18.88,45.15
4/19/2024,10,14,TRUE,TRUE,2345.913991,40,67.21,10.56,26.79
4/19/2024,14,18,TRUE,TRUE,2243.163492,38,92.31,11.04,41.14
4/19/2024,18,22,TRUE,TRUE,801.9876614,14,72.3,11.57,44.57
4/19/2024,22,2,TRUE,TRUE,0,0,0,0,0
4/19/2024,2,6,TRUE,TRUE,1265.032118,22,58.25,7.06,33.47
4/20/2024,6,10,FALSE,TRUE,4265.298166,72,98.15,20.82,49.8
4/20/2024,10,14,FALSE,TRUE,2132.649083,36,62.5,9.82,24.91
4/20/2024,14,18,FALSE,TRUE,2039.239538,34,88.4,10.57,39.4
4/20/2024,18,22,FALSE,TRUE,729.0796922,13,76.83,12.29,47.36
4/20/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/20/2024,2,6,FALSE,TRUE,1150.029198,20,64.2,7.78,36.88
4/21/2024,6,10,FALSE,TRUE,4265.298166,72,95.25,20.21,48.33
4/21/2024,10,14,FALSE,TRUE,2132.649083,36,67.11,10.55,26.75
4/21/2024,14,18,FALSE,TRUE,2039.239538,34,93.64,11.2,41.73
4/21/2024,18,22,FALSE,TRUE,729.0796922,13,77.89,12.46,48.01
4/21/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/21/2024,2,6,FALSE,TRUE,1150.029198,20,62.59,7.59,35.96
4/22/2024,6,10,FALSE,TRUE,4265.298166,72,86.79,18.41,44.04
4/22/2024,10,14,FALSE,TRUE,2132.649083,36,62.36,9.8,24.86
4/22/2024,14,18,FALSE,TRUE,2039.239538,34,91.45,10.93,40.76
4/22/2024,18,22,FALSE,TRUE,729.0796922,13,67.36,10.78,41.52
4/22/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/22/2024,2,6,FALSE,TRUE,1150.029198,20,61.79,7.49,35.5
4/23/2024,6,10,FALSE,TRUE,4265.298166,72,98.27,20.84,49.86
4/23/2024,10,14,FALSE,TRUE,2132.649083,36,65.62,10.31,26.16
4/23/2024,14,18,FALSE,TRUE,2039.239538,34,86.62,10.36,38.6
4/23/2024,18,22,FALSE,TRUE,729.0796922,13,69.41,11.1,42.78
4/23/2024,22,2,FALSE,TRUE,0,0,0,0,0
4/23/2024,2,6,FALSE,TRUE,1150.029198,20,65.71,7.96,37.75
4/24/2024,6,10,FALSE,FALSE,3412.238533,57,97.61,20.71,49.53
4/24/2024,10,14,FALSE,FALSE,1706.119266,29,73.92,11.62,29.47
4/24/2024,14,18,FALSE,FALSE,1631.391631,28,97.9,11.71,43.63
4/24/2024,18,22,FALSE,FALSE,583.2637538,10,69.96,11.19,43.13
4/24/2024,22,2,FALSE,FALSE,0,0,0,0,0
4/24/2024,2,6,FALSE,FALSE,920.0233587,16,67.02,8.12,38.51
4/25/2024,6,10,FALSE,FALSE,3412.238533,57,103.78,22.01,52.65
4/25/2024,10,14,FALSE,FALSE,1706.119266,29,65.23,10.25,26
4/25/2024,14,18,FALSE,FALSE,1631.391631,28,82.2,9.83,36.63
4/25/2024,18,22,FALSE,FALSE,583.2637538,10,67.85,10.86,41.82
4/25/2024,22,2,FALSE,FALSE,0,0,0,0,0
4/25/2024,2,6,FALSE,FALSE,920.0233587,16,61.11,7.41,35.11
4/26/2024,6,10,TRUE,FALSE,3753.462386,63,99.61,21.13,50.54
4/26/2024,10,14,TRUE,FALSE,1876.731193,32,73.5,11.55,29.3
4/26/2024,14,18,TRUE,FALSE,1794.530794,30,95.63,11.43,42.62
4/26/2024,18,22,TRUE,FALSE,641.5901291,11,73.99,11.84,45.61
4/26/2024,22,2,TRUE,FALSE,0,0,0,0,0
4/26/2024,2,6,TRUE,FALSE,1012.025695,17,58.73,7.12,33.74
4/27/2024,6,10,FALSE,FALSE,3412.238533,57,86.54,18.36,43.91
4/27/2024,10,14,FALSE,FALSE,1706.119266,29,71.85,11.29,28.64
4/27/2024,14,18,FALSE,FALSE,1631.391631,28,91.94,10.99,40.97
4/27/2024,18,22,FALSE,FALSE,583.2637538,10,79.13,12.66,48.78
4/27/2024,22,2,FALSE,FALSE,0,0,0,0,0
